"","name","pos","team","overallRank","positionRank","vor","projectedPts","upside","risk","projectedCost","adp","ADPdiff","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds","twoPts","fumbles","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_yahoo"
"164","Devonta Freeman","RB","ATL",164,47,-40.5996158747101,79.3502438342322,109.04092319705,7.43023182160867,13,126.8,-37.2,0,0,0,409.000033222299,2.60006657409668,27.5000332691177,186.5,0.9999867059375,0,0.900039584101369,142.1,99.3,57.2,NA,96.02,90.5,60.8,72.6,104,72,121.5,40.2,50,63.8
"165","Jonathan Stewart","RB","CAR",165,48,-40.8998849051901,79.0499748037523,109.188221439156,7.19045807957852,7,NA,NA,0,0,0,453.5,2.80002069401148,16.5000393356689,132.000040652572,0.999965810775757,0,1.14997414511418,98.7,67,57.6,NA,80.05,81.7,94.1,53.1,70,63.9,42,161.9,100.8,85.6
"166","Jace Amaro","TE","NYJ",166,25,-41.15007424721,67.3500951521609,86.5285959357908,6.0533414979688,7,NA,NA,0,0,0,0,0,38.5,463.5,3.50001585869349,0,0,87.2,75.2,55.6,NA,75.76,79,79.6,41.5,88,36.3,68.5,33.2,81.1,59.2
"167","Denarius Moore","WR","OAK",167,71,-42.3998841930913,76.0997524660393,94.7105020479341,6.80224680016075,7,NA,NA,0,0,0,0,0,35.95,571,3.49996242005122,0,1.00001102713402,86.1,79.7,85.1,NA,73.7,74.4,34.7,50,63.5,71.4,94,94.1,103.1,78.2
"168","Mike Williams","WR","BUF",168,72,-42.6496346078911,75.8500020512395,85.8253787872651,5.45785717874848,7,NA,NA,0,0,0,0,0,41,563.500020512395,3.5,0,0.75,73.1,73.6,88.4,NA,74.35,68.1,63.3,77.3,83,92,68,77.4,97.8,79.2
"169","Chris Givens","WR","STL",169,73,-42.8748902407305,75.6247464184001,99.7015180735314,9.61295658828667,7,NA,NA,0,0,0,11.7500559042896,0,38.4999445720912,579.499931022562,2.99997306301796,0,0.750045326196423,82.4,95.4,76.2,NA,83.41,107.5,69.5,71.5,57,61.3,57,139.6,78.9,51.84
"170","Marcedes Lewis","TE","JAC",170,26,-43.1000985448962,65.4000708544748,74.3100073991854,5.40533787903864,7,NA,NA,0,0,0,0,0,37.9999515506089,453,3.35001180907913,0,0,75.3,70.7,48.8,NA,67.36,75.9,69,59,62.5,59.8,55.5,69.6,62.1,80.2
"171","E.J. Manuel","QB","BUF",171,24,-43.9253785978646,229.069846644885,249.597868436248,7.09736334286145,7,NA,NA,3290.5,18.2000709531065,14.0000473008984,301.5,2.49993102030732,0,0,0,0.5,3.74998799424315,234.32,218.1,195.72,NA,221.794,230.52,234.62,231.46,220,241.06,262.4,272.08,255.12,250.52
"172","Jordan Matthews","WR","PHI",172,74,-43.9318911944965,74.5677454646341,91.8867082721255,6.90670727726511,7,NA,NA,0,0,0,0,0,38,540.7,3.64438456679242,0,0.684280968060233,88.3,NA,69.3,NA,79.88,87.9,34.9,83,82,44.4,63,81,85.6,76
"173","LeGarrette Blount","RB","PIT",173,49,-44.0345956014136,75.9152641075288,100.428496196258,7.05735858067189,23,119.6,-53.4,0,0,0,467.2,4.45005100211601,8,54.9999778577215,0,0,1.50251984546972,123.4,83.7,64.2,NA,88.03,110.3,65.3,57.2,63,63.1,62,103.1,114.1,52.47
"174","Jeremy Kerley","WR","NYJ",174,75,-44.049830672755,74.4498059863756,86.0928354846392,3.53092680095628,7,NA,NA,0,0,0,14.499941238415,0,43.5,588,2.69996933440029,0,1.00000207193383,79.4,76.8,75.5,NA,75.51,81.9,64.9,51.1,83.5,58,68,95.3,81.4,79.56
"175","Mark Ingram","RB","NO",175,50,-44.6494375503664,75.3004221585759,104.432827984919,8.57688901495019,7,NA,NA,0,0,0,470.5,3.15005258865702,11.0000161161247,114.5,0,0,1.04994668668309,81.7,40.2,78.8,NA,62.93,99.4,53,69.3,90,74.5,54.5,146.9,114.6,106.7
"176","Levine Toilolo","TE","ATL",176,27,-44.6747583440497,63.8254110553213,75.4559368192519,4.67153852665991,7,NA,NA,0,0,0,0,0,35.5,401.25,3.95006850922021,0,0,65.1,67.4,NA,NA,49.49,62.5,48.7,60.4,74,58.9,39,79.1,72.1,68
"177","Scott Chandler","TE","BUF",177,28,-45.5003083594464,62.9998610399246,79.4761129475363,4.59771128280424,7,NA,NA,0,0,0,0,0,40,470,2.99997683998743,0,1,75.6,73.1,55.9,NA,73.03,86.1,86.2,50.4,41,54.4,31.5,64.8,66.9,70.4
"178","Malcom Floyd","WR","SD",178,76,-46.8839664256523,71.6156702334783,97.3719230466178,7.78007145805414,7,NA,NA,0,0,0,0,0,33.9999614228684,517.499991566341,3.49998627922683,0,0.567123299258417,86.2,68.6,0,NA,59.74,86.5,66.5,74.3,85,44.4,57,65.3,83.7,104.5
"179","David Wilson","RB","NYG",179,51,-47.5739952322329,72.3758644767095,109.026463520332,8.62738263180368,7,NA,NA,0,0,0,417.5,2.50006174117475,13.9999257510928,121.3,0.999969071059111,0,1.25216019834686,95.6,69.1,77.5,NA,76.85,48,59.7,44.8,82,60.3,22,172.5,108.9,67.7
"180","Kenny Britt","WR","STL",180,77,-47.7134350211817,70.7862016379489,89.7314921020519,8.15487910083907,7,NA,NA,0,0,0,0,0,38.2000277233201,519.35,3.40002907491059,0,0.774486405757309,76.2,83.1,76.5,NA,66.67,59.5,17.9,77.3,78,55.5,79,54.2,84.3,89.2
"181","Ahmad Bradshaw","RB","IND",181,52,-47.8142277097418,72.1356319992006,101.004647729405,7.26613201366256,7,NA,NA,0,0,0,400.5,3.00004927741873,17.9999598102229,136.849917558669,0.650028625640632,0,1.74991358751126,104.5,61.2,36.4,NA,68.23,94.1,56.2,69,88,56.6,99.5,142.8,69.7,44.4
"182","Lance Moore","WR","PIT",182,78,-48.1996873535552,70.2999493055754,81.2025744893298,8.56496882262607,7,NA,NA,0,0,0,0,0,43.0000490656139,550.999940874574,2.599992536353,0,0.2,73.1,62,72.2,NA,73.87,71.3,94.5,65.5,62,64,68,92.5,77.1,59.9
"183","Travis Kelce","TE","KC",183,29,-48.7844159978878,59.7157534014832,77.0442785577366,6.2911807694828,7,NA,NA,0,0,0,0,0,38.5,426.5,3,0.1,0.567123299258417,75.4,32.7,48.5,NA,54.05,59.5,59.6,66,94,62.6,66,35.2,NA,77.7
"184","Johnny Manziel","QB","CLE",184,25,-49.0188115066391,223.976413736111,270.896380988597,9.19009418248943,14,126.5,-57.5,3011.90003159806,16.9500356636893,14.9499594223037,384.000052221496,3.00003389325214,0,0,0,1.125,3.9999896709638,259.62,251.22,210.54,NA,220.972,236.5,128.06,174.46,173.8,253.1,244,276.12,291.62,266.06
"185","Steve Johnson","WR","SF",185,79,-49.0659035281715,69.4337331309591,79.8237710947439,7.14436114719259,7,NA,NA,0,0,0,4.33729639635592,0,41.0000094194948,530.000034913235,3,0,1,83.5,58.1,83,NA,69.2,NA,50.6,68.5,75,71.2,73,NA,78.7,NA
"186","Zach Miller","TE","SEA",186,30,-49.0998560441585,59.4003133552125,68.2295339265561,4.11690623906912,7,121,-65,0,0,0,0,0,33.0000024983604,371.999960733041,3.70005288031807,0,0,72.2,50.1,45,NA,58.39,69.2,63.5,62.8,69,58.5,64,59.8,45.1,53.6
"187","Stepfan Taylor","RB","ARI",187,53,-49.1996879521115,70.7501717568309,94.6850391457068,8.77766861340059,7,NA,NA,0,0,0,423.499957715971,3.50002809863219,12.9999495326394,104,0,0,1.49999630327968,133.2,91.2,40.1,NA,86.68,97.7,56.7,65.5,75,61.4,67.5,97.8,61,86.4
"188","Stevie Johnson","WR","SF",188,80,-49.6496366591306,68.85,76.5649206087944,3.84563035016334,7,NA,NA,0,0,0,0,0,45,497.5,3.5,0.05,1,NA,NA,NA,NA,NA,67.8,NA,NA,NA,NA,NA,79.8,NA,65.4
"189","Andre Brown","RB","HOU",189,54,-49.6697971846025,70.2800625243398,85.6003755023305,4.70395267899245,7,NA,NA,0,0,0,434.5,3.50002668127167,14.4999609676844,98.3,0,0,2.0000487816451,94.1,64.9,67.8,NA,74.12,67,64.3,69.2,76,69.9,79.5,115.5,94.1,65.58
"190","Allen Robinson","WR","JAC",190,81,-49.9028049696647,68.5968316894659,95.7283773875955,7.48445152279746,7,NA,NA,0,0,0,0,0,37.8278468955698,525.966698355934,3.00002697564541,0,1,88.4,99,0,NA,70.43,76.5,NA,53.5,63,56.3,32,87.8,63.3,78.9
"191","Andre Roberts","WR","WAS",191,82,-50.7679981690657,67.7316384900649,76.0000135203248,2.70342317471297,7,NA,NA,0,0,0,5.75,0,42.3999633424359,505.25,3.00003340436422,0,0.684280968060233,73.5,72.2,80.2,NA,72.3,53.3,60.2,61.3,69.5,66.9,62,71.7,82.2,75
"192","Adrien Robinson","TE","NYG",192,31,-51.6374454085824,56.8627239907885,75.5084659492577,4.93896323252797,7,NA,NA,0,0,0,0,0,31.8,417.625,2.50003733179809,0.05,0,55.1,59.8,48,NA,52.95,97.3,44.4,42.7,68,40.4,33,78,NA,75
"193","Roy Helu","RB","WAS",193,55,-51.7002237883311,68.2496359206113,84.8555548530204,6.28039286724152,7,NA,NA,0,0,0,276,1.99995001551285,33,254.5,0.999996120797649,0,1.40002044862586,89.2,59.6,91.1,NA,74.32,83.5,57.3,43.8,64,61.6,40.5,85.4,80.7,65
"194","Knile Davis","RB","KC",194,56,-52.0498953203657,67.8999643885767,84.7939218882272,5.7906901544064,7,NA,NA,0,0,0,383,3.49998339389166,14.000022595257,111.000007845219,0,0,1.2499683796476,88.5,72.8,67.3,NA,75.37,83.9,67.6,67,89,60.2,37,103.1,74.8,54.5
"195","Charles Sims","RB","TB",195,57,-52.1505270574259,67.7993326515165,97.6766446852148,9.25406368687239,7,NA,NA,0,0,0,292.000004746869,2.49994743943869,19.0000268304103,166,1.499949537158,0,1.00002484137528,102.5,90.3,39.3,NA,67.72,37.3,10.1,59.5,78,34.6,30.5,101.9,85.1,79.2
"196","Nate Burleson","WR","CLE",196,83,-52.7993628157659,65.7002738433647,81.350208061298,5.77740630156355,7,NA,NA,0,0,0,5.00002873540221,0,41.4999519332397,475.000025716318,2.95004473303211,0,0,63.4,66.2,64,NA,67.08,81.1,75.5,64,60,81.7,58,66.6,42.4,22.9
"197","Mike Tolbert","RB","CAR",197,58,-52.9493274501607,67.0005322587816,91.5858013524942,6.38736027595828,7,NA,NA,0,0,0,248,3.50001109091469,23.4999903235581,152,1.00007761888225,0,0,80.6,66,74,NA,75.06,85.1,81.4,58.4,70,49.7,8,12.4,66.4,69.1
"198","Austin Seferian-Jenkins","TE","RIA",198,32,-53.0505399384708,55.4496294609002,72.0738625031317,5.06331720968524,7,NA,NA,0,0,0,0,0,30.9999934463431,344.5,3.49993824348336,0,0,75.7,37.1,64.5,NA,51.48,73.2,23.7,52.3,71,48.8,NA,35.6,68.9,57.5
"199","Robert Housler","TE","ARI",199,33,-53.210169399371,55.29,78.9596261060457,7.72979714677293,7,NA,NA,0,0,0,0,0,37.375,408.9,2.4,0,0,NA,NA,NA,NA,49.56,35.4,81.6,NA,NA,NA,NA,NA,NA,NA
"200","Brent Celek","TE","PHI",200,34,-53.5549941388783,54.9451752604927,69.2131682194523,5.44097324399974,7,124.3,-75.7,0,0,0,0,0,31.0000047613265,384.45,3.00004844859948,0,0.750057715552111,76.2,58.7,47.5,NA,65.69,72.3,78.6,44.2,59,51.1,40.5,36,71.4,47.7
"201","Christine Michael","RB","SEA",201,59,-53.5647731321866,66.3850865767557,93.4647631030592,7.47008108488613,13,128,-73,0,0,0,385,2.90000217388476,9.44995152944174,66.5000403817702,0.639178249211694,0,0,134.9,79.8,65,NA,85.61,54.8,41,69.3,54.5,48.1,91,29.7,51.2,55.93
"202","Ted Ginn","WR","ARI",202,84,-54.055763737786,64.4438729213446,80.622538835728,5.90612582572024,7,NA,NA,0,0,0,21.4403288120964,0,29.4000564091434,452,2.84997334002249,0,0,64.5,82.4,66,NA,68.7,81.7,49.8,56,35.5,50.6,32,79,66.2,68.9
"203","Jerome Simpson","WR","MIN",203,85,-54.3875632047068,64.1120734544238,84.4992080350915,6.93067587216074,7,NA,NA,0,0,0,0,0,35.65,513.5,2.46035385619572,0,1.00002484137528,79.1,64.8,75.2,NA,65.15,65.8,34.7,41.1,20,63.3,70.5,97.6,76.2,60
"204","C.J. Anderson","RB","DEN",204,60,-54.3996449930059,65.5502147159365,90.1003831314641,7.6243632320334,7,NA,NA,0,0,0,415.2,2.50002884944289,14.4999753590087,110.299996906416,0,0,0.999979035681241,73,62.4,74.6,NA,71.5,82.6,79.8,66.5,88,66.5,2.5,33.6,67.8,98.2
"205","Jacquizz Rodgers","RB","ATL",205,61,-55.0496777209208,64.9001819880216,86.7735988245052,7.245697051194,7,NA,NA,0,0,0,248.5,1.25006865375037,37,276.5,1.14996393181833,0,1.00000676269531,66.7,54.7,49.2,NA,59.72,90.9,67.3,56.3,64,61.2,42,127.8,77.5,77.1
"206","Donald Brown","RB","SD",206,62,-55.0499634585508,64.8998962503915,78.5312532007356,6.42764480443828,7,NA,NA,0,0,0,372.5,2.25004661626939,12.999997034829,93.5,0.7999360921292,0,0,80.9,48.7,72.4,NA,65.44,62.3,60.4,65.2,57.5,71.4,69.5,26.6,53.9,70.9
"207","Jermaine Gresham","TE","CIN",207,35,-55.1998615423674,53.3003078570036,66.5501054364927,4.39018263915408,7,NA,NA,0,0,0,0,0,37,388.000083237884,3.00004457332749,0,1.74998395337486,75.1,53.4,50.4,NA,58.79,93.5,50.8,53.4,58,55.1,53,54.3,78.3,52.9
"208","Eddie Royal","WR","SD",208,86,-56.2702863834468,62.2293502756837,80.6549508816968,3.83176978818712,7,NA,NA,0,0,0,11.2946146047109,0,35.7499197157927,458,2.79999657793425,0,0.750045326196423,73.2,37,62.4,NA,57.25,92.2,56.6,45.8,33.5,64.8,58,91.3,81.3,56.41
"209","Jermichael Finley","TE",NA,209,36,-56.275169399371,52.225,59.3133539629989,3.14628645156619,7,120.6,-88.4,0,0,0,0,0,27.99995972379,342.25,3,0,0,59.8,NA,43.3,NA,45.9,NA,49.4,49.9,61,NA,NA,NA,58.1,NA
"210","Dexter McCluster","RB","TEN",210,63,-56.8851160055073,63.0647437034351,79.995556567631,7.06078402461456,7,NA,NA,0,0,0,132.25,0.999990409962877,39.4999502184189,351.027405038612,1.76803505135762,0,0.935574784174566,88.1,78.6,77.3,NA,76.6,38.4,62.4,53.9,41.5,56.7,67.5,59.4,NA,36.6
"211","Andrew Quarless","TE","GB",211,37,-57.0001432590006,51.5000261403704,67.3024564143537,3.43529369519389,7,NA,NA,0,0,0,0,0,28.5,347,2.8000043567284,0,0,65.1,38,50.7,NA,46.01,58.5,24.7,40.5,41.5,51.3,47,72.6,85.1,56
"212","Owen Daniels","TE","BAL",212,38,-57.4999702257889,51.0001991735821,61.7374160215845,4.11520772174066,7,122,-90,0,0,0,0,0,33.5,360,2.50003319559702,0,0,58.4,49.9,52.1,NA,49.87,50.5,34.8,54.7,68,56.9,37.5,50,68.2,35.3
"213","Lance Dunbar","RB","DAL",213,64,-57.6745066527789,62.2753530561634,79.7018966915756,6.59636260458462,7,NA,NA,0,0,0,311.000009955127,2.00007651552136,19.9999990755442,151.74995848181,1,0,1.00005144032922,73.8,53.3,50.7,NA,67.95,76.5,98.4,54.7,75,36.7,48,87.3,60.3,52.3
"214","Sidney Rice","WR","SEA",214,87,-58.6493325173018,59.8503041418287,76.0930554245016,4.2914721498062,8,123.8,-90.2,0,0,0,0,0,28,418.5,3.00005069030479,0,0,53.5,61.6,74.9,NA,63.09,47,67.9,25.6,55.5,73.8,84,35.7,67.5,66.5
"215","Mychal Rivera","TE","OAK",215,39,-58.8712687786791,49.6289006206918,69.3164672824356,6.22334712030396,7,NA,NA,0,0,0,0,0,30.4999801505399,341.525,2.57940010344864,0,0,71.7,75,NA,NA,52.41,39,42,17.6,17,54.7,64,38.2,70.9,42
"216","Brandon LaFell","WR","NE",216,88,-59.1199825645555,59.3796540945751,80.1633599905223,7.45260547477157,7,NA,NA,0,0,0,6.00007247041718,0,31,419.79999237676,2.99994126830956,0,0.6,79.6,91.4,86.1,NA,73.06,64.5,20.9,46.3,47.5,46.2,43.5,50.5,71.2,39.5
"217","Carlos Hyde","RB","SF",217,65,-59.4087248542809,60.5411348546615,88.8290599537255,7.56950940743709,24,123.6,-93.4,0,0,0,364.65,3.4999898777569,6.54990962703196,50.7610974522674,0,0,0.999957078553324,93.7,74.6,48.6,NA,68.25,64.3,40.2,61.4,81,52.2,0.5,112.4,80,36.69
"218","James Starks","RB","GB",218,66,-59.7498699124774,60.199989796465,77.3964770644792,6.61466175757373,7,NA,NA,0,0,0,377.499984995236,2.5000145802889,11.7000595526753,94.5,0,0,1.00004809239601,86.6,57,65.2,NA,67.3,80.6,55.9,52.7,61.5,45.2,47.5,89.9,97.2,51.54
"219","Marlon Brown","WR","BAL",219,89,-60.4998554114074,57.9997812477232,77.9298514291324,4.98725815550056,7,NA,NA,0,0,0,0,0,34.0000742671472,400,2.9999635412872,0,0,73.4,38.1,60.3,NA,47.93,73.7,12.1,61.2,76,53.8,46,62.7,74.6,25.4
"220","Jake Locker","QB","TEN",220,26,-61.0002541865893,211.99497105616,244.332118267125,8.38048442172687,7,NA,NA,3052,17.5000145973188,13.0000212657033,293.150080180504,1.59998427486811,0,0,0,0,2.99998986733523,247.92,214.26,175.72,NA,204.43,184.32,153.16,236.58,199.6,240.8,217.5,240.96,253.26,254.92
"221","Josh McCown","QB","TB",221,27,-61.0346480244354,211.960577218314,246.892550228871,8.69331397240914,9,135.5,-85.5,3324,20.000029263359,12.9999334739332,108,1.00006310956612,0,0,0,0,2.39999250929256,250.4,249.94,227.3,NA,231.414,202.32,179.26,216.28,188.6,230.06,218.5,288.62,191.34,155.95
"222","Brandon Pettigrew","TE","DET",222,40,-62.050169399371,46.45,59.487599791884,3.1759164455494,7,NA,NA,0,0,0,0,0,29.499954450692,334.5,2.5,0,1,63.9,NA,43.7,NA,46.71,46.5,62.5,35.3,28,33.9,40,62,58.1,64.4
"223","Andre Holmes","WR","OAK",223,90,-62.6244831769325,55.8751534821981,78.0482573094329,5.75418665771871,7,NA,NA,0,0,0,0,0,29.5000528980061,408.75,2.50002558036635,0,0,NA,35.8,40.4,NA,39.52,85.9,59.1,73.8,87.5,45.1,73,56.2,65.2,13.8
"224","Rob Housler","TE","ARI",224,41,-63.4506381734798,45.0495312258912,61.0855185322247,5.87139077454243,7,NA,NA,0,0,0,0,0,26,330.5,1.99992187098187,0,0,55.2,27.6,42,NA,NA,NA,NA,23.3,34.5,54.3,30,67.2,66.8,37.9
"225","Brandon Gibson","WR","MIA",225,91,-63.6097536083281,54.8898830508024,71.3499816366112,5.97464049921391,7,NA,NA,0,0,0,0,0,29.7499770200829,398.9,2.49998050846707,0,0,65.4,67.3,NA,NA,61.66,44.5,47,40.5,36.5,38.1,33,75.4,76.4,72.5
"226","Earl Bennett","WR",NA,226,92,-63.9496366591306,54.55,84.2681772177039,9.20231454294465,7,NA,NA,0,0,0,0,0,26.9421667344321,379.5,2.75,0.05,0,50.9,NA,NA,NA,38.18,NA,NA,0,0,41.7,NA,NA,76.2,65.9
"227","Ka'Deem Carey","RB","CHI",227,67,-64.2500150637765,55.6998446451658,75.253224771348,5.97549969456407,7,NA,NA,0,0,0,302,2.00003213485678,12,95,0.99993117244392,0,0.999967599319187,70.7,39.7,66.3,NA,56.76,52.8,51.9,40.7,35.5,49.2,65.5,75.8,108.1,44.15
"228","Mohamed Sanu","WR","CIN",228,93,-64.8553450194616,53.644291639669,67.8706454799804,5.43083621689376,7,NA,NA,0,0,0,14.9429163966896,0,32.9999536078453,377.5,2.5,0,0.3,62.6,47.2,50.5,NA,52.74,71.4,44.9,39.9,35,51.7,28.5,72.6,72.7,57.77
"229","Jordan Todman","RB","JAC",229,68,-64.9504253290076,54.9994343799348,78.3065586346694,6.47872618179178,7,NA,NA,0,0,0,278.5,2,16,121.500034382483,0.999913965409304,0,1.50002642538468,73.8,40.2,73.4,NA,52.04,52.1,15.8,50.6,54.5,50.7,53.5,115.6,59,36.62
"230","Marcel Reece","RB","OAK",230,69,-65.4995193061341,54.4503404028083,67.8929766657208,5.54035539066223,7,NA,NA,0,0,0,155.925,1.00001607063739,27.5,244.575,1.40004066316399,0,0,57.9,55.3,67.4,NA,61.9,54,72.3,42.9,58,34.6,26.5,NA,52.9,65
"231","Ace Sanders","WR","JAC",231,94,-65.708883674163,52.7907529849676,67.2492878612692,5.48736059905493,7,NA,NA,0,0,0,9.41062484764781,0,42.5,413.5,1.74994841670047,0,0,56.1,44.6,50.4,NA,54.3,57.4,66.9,42.2,54,61.6,39,41,84.1,26.2
"232","Tim Wright","TE","TB",232,42,-65.880169399371,42.62,49.2291720629095,4.64681634186501,7,139,-93,0,0,0,0,0,28,306.2,2,0,0,NA,NA,NA,NA,46.29,32.2,NA,44.6,42,44.1,45,52.9,NA,34.5
"233","Lance Kendricks","TE","STL",233,43,-65.9003941942928,42.5997752050781,50.6713149459131,3.93244913800913,7,NA,NA,0,0,0,0,0,27.0000193526467,276,2.49996253417969,0,0,43.2,41.9,NA,NA,33.65,59.6,40.6,45.7,46,43.2,28.5,33.6,49.1,42.8
"234","David Ausberry","TE","OAK",234,44,-66.4504387705102,42.0497306288608,63.3261693711775,7.14717662157031,7,NA,NA,0,0,0,0,0,25.15,285.5,2.24995510481013,0,0,NA,27.3,NA,NA,32.73,77,59.5,44.1,49,33.5,4,66.3,NA,32.8
"235","Martavis Bryant","WR","PIT",235,95,-66.5942425962031,51.9053940629275,65.3382105574069,5.23764986123954,7,NA,NA,0,0,0,0,0,26.0000300494493,369.05,2.50006567715458,0,0,75.1,60.2,50,NA,57.51,73.5,34.6,35.5,52.5,58.7,50.5,41,37.2,62.9
"236","Jeff Cumberland","TE","NYJ",236,45,-66.8500398808807,41.6501295184903,55.1145847168219,5.24535229128511,7,NA,NA,0,0,0,0,0,23.0499780864063,296.5,2.00002158641505,0,0,64.6,42.7,NA,NA,34.41,57.9,11.1,36.2,41.5,38.1,36.5,51.8,48.1,39.7
"237","Brandon Myers","TE","TB",237,46,-67.1504625349432,41.3497068644278,56.8888632706869,5.75043748675337,7,NA,NA,0,0,0,0,0,24.75,293.5,1.9999511440713,0,0,NA,39.9,NA,NA,33.16,39.5,46.4,37.7,20,35.8,56,71,63.2,25.2
"238","Ryan Griffin","TE","HOU",238,47,-67.4875828854295,41.0125865139414,57.0552775477444,5.87302279436597,7,NA,NA,0,0,0,0,0,26,290.125,2.00001441899024,0,0,53.5,NA,62,NA,36.55,64.5,19.5,19.4,63,29.4,36,37.5,43.3,32.4
"239","Benjamin Watson","TE","NO",239,48,-67.490169399371,41.01,49.8797538485199,4.12677404950243,7,NA,NA,0,0,0,0,0,19.6,272.1,2.3,0,0,NA,NA,NA,NA,31.14,NA,NA,NA,NA,NA,NA,48.7,NA,42.1
"240","Gavin Escobar","TE","DAL",240,49,-68.2624301397007,40.2377392596703,52.9146169222782,5.0536168490646,7,NA,NA,0,0,0,0,0,21.157877191384,264.375,2.30003987661171,0,0,46.8,NA,NA,NA,34.95,27.5,66.9,36,56,25.5,33,49.8,43.6,34.2
"241","Cole Beasley","WR","DAL",241,96,-68.4496577252171,50.0499789339135,66.9890179392479,6.09123835652919,7,NA,NA,0,0,0,0,0,31.5,377.5,2.04999648898558,0,0,69.2,42.2,54.3,NA,51.26,64.3,NA,37.4,10.5,43.2,31,66.2,59.2,56.8
"242","Jermaine Kearse","WR","SEA",242,97,-68.7590929006865,49.740543758444,76.9279395937883,5.67000958119079,7,NA,NA,0,0,0,0,0,20.5000656127002,347.402548568517,2.50004815026539,0,0,38.6,59,0,NA,36.22,73.5,34.7,59.6,52.5,20.6,13.5,83.7,90.3,30.5
"243","John Carlson","TE","ARI",243,50,-68.9865492343006,39.5136201650704,52.1496613316556,5.04367522012206,7,NA,NA,0,0,0,0,0,24.4826069743178,290.925,1.73685336084507,0,0,NA,58,NA,NA,30.97,29.8,23.9,32.8,30,35.4,58.5,57.3,43.6,40.7
"244","Austin Pettis","WR","STL",244,98,-69.6256909465536,48.873945712577,73.0559117422572,7.85452610026577,7,NA,NA,0,0,0,0,0,27.0000001136274,338.73945712577,2.5,0,0,55.8,53.1,0,NA,42.05,65.3,46.9,24,10,35.7,38.5,81.9,70.8,NA
"245","Santonio Holmes","WR",NA,245,99,-70.0619568792277,48.4376797799028,75.8083392531417,8.63081226864231,7,NA,NA,0,0,0,0,0,23.1161027799824,368.500060417274,2.09794562302924,0,0.5,NA,NA,67.7,NA,67.7,NA,NA,NA,30,7.9,NA,NA,65,NA
"246","James White","RB","NE",246,70,-70.3071075485141,49.6427521604282,78.0336680891672,8.64097369989296,7,NA,NA,0,0,0,247.549994043797,2.00003436251053,11.5000168599579,80.8754658098533,0.8,0,0,102.6,71.1,0,NA,54.33,59.3,11.1,41,47.5,37.8,26.5,NA,NA,31.07
"247","Marquess Wilson","WR","CHI",247,100,-70.3325006554634,48.1671360036672,73.1764798787193,8.05595091226231,7,NA,NA,0,0,0,0,0,24.4999370770703,331.667892166431,2.50005779783735,0,0,76.2,61.1,0,NA,49.89,46.9,43.5,40.8,71.5,24.9,1.5,68.5,NA,38
"248","Brandon Bostick","TE","GB",248,51,-70.4924016374452,38.0077677619258,57.0596435132227,6.60560763377708,7,NA,NA,0,0,0,0,0,22.4999578946049,269.075,2.05004462698763,0,0.6,NA,70.3,45.4,NA,50.43,60.5,NA,22.7,20,NA,35.5,NA,NA,21.3
"249","Anthony Fasano","TE","KC",249,52,-70.6027086142434,37.8974607851276,56.3552700874913,6.46098238974962,7,NA,NA,0,0,0,0,0,25.0140935588106,258.972110345457,2.00004162509698,0,0,56.8,55.8,NA,NA,40.76,63.2,34.9,19,24,21.4,0,46,45.4,30.4
"250","Jason Avant","WR","CAR",250,101,-71.6104556480472,46.8891810110834,65.746307664978,6.55819604238607,7,NA,NA,0,0,0,0,0,27.5000880532384,362,2.00962382453397,0,0.684280968060233,73.6,37.7,48.1,NA,49.11,27.8,30.5,33.9,9,62.6,63,66.6,64.7,51.2
"251","Jacoby Jones","WR","BAL",251,102,-71.8240743831274,46.6755622760031,64.8866889114789,6.40092759123325,7,NA,NA,0,0,0,11.0056227600314,0,24.5,335.75,2,0,0,56.5,47.8,NA,NA,53.99,46.4,59.5,26.7,13,40,15,38.3,73.8,53.73
"252","Stephen Hill","WR","NYJ",252,103,-71.8858559767101,46.6137806824205,64.5286486189088,6.32880352714371,7,NA,NA,0,0,0,0,0,22.9999917625057,346.138690094839,1.99998527882276,0,0,53.3,41,0,NA,37.81,56.5,47.6,31.6,31.5,37.5,34,65.3,65.1,NA
"253","Ronnie Hillman","RB","DEN",253,71,-71.9002200955883,48.049639613354,72.7662582311471,7.98468706317589,7,NA,NA,0,0,0,250,1.54997744215123,13.000007618768,115.5,0.999955543273776,0,1.89997914959801,69.8,23.2,31.1,NA,47.5,52.7,66.9,43.8,30.5,46.2,28,117.4,52.2,40.02
"254","Cody Latimer","WR","DEN",254,104,-71.9238778881064,46.5757587710241,67.4709004964892,7.83659173288488,7,NA,NA,0,0,0,0,0,23.9999180046481,315.761381061356,2.49993677748142,0,0,55.3,42.8,0,NA,30.01,32.5,2.9,55.1,38,55.3,56.5,NA,65.5,46.3
