"","name","pos","team","overallRank","positionRank","vor","projectedPts","upside","risk","projectedCost","adp","ADPdiff","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds","twoPts","fumbles","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_yahoo"
"75","T.Y. Hilton","WR","IND",75,27,14.8825565488107,133.382193207941,140.341308794249,4.26597478153343,50,52.5,-22.5,0,0,0,15.8228070344059,0,69.9999854660026,973,5.99998125129892,0,0.749987501646415,128.5,122.9,141.3,NA,135.21,127.3,148.8,132.9,127,134.7,132,138.9,138.7,137
"76","Maurice Jones-Drew","RB","OAK",76,32,14.5603779040899,134.510237613032,155.421674061994,5.74052182667061,17,109.7,33.7,0,0,0,756.5,5.00004555091036,33.7500532732932,248.600021648744,0.999994838623137,0,1.00000344452154,153,130.1,120.4,NA,136.89,187.6,139.4,125.5,129,119,129.5,162.4,153,111.6
"77","Jason Witten","TE","DAL",77,6,13.3998373154534,121.900006714824,128.673296734623,3.66725676857617,38,60.3,-16.7,0,0,0,0,0,75.350050133901,858.999960521412,6.00000177711386,0,0,128.2,129.3,123.8,123.8,124.09,126,110.4,110.5,127,122.9,115,118.6,128.5,131.6
"78","Fred Jackson","RB","BUF",78,33,12.5872689280447,132.537128636987,147.281080026086,5.83967232801061,14,117.1,39.1,0,0,0,675,5.50000630986827,37.8500492918945,290,1.00003891562022,0,1.48157135797195,149.6,130.2,114.9,NA,133.4,170,132.4,125.5,144.5,130.5,143,119.6,150.9,131.4
"79","Kendall Wright","WR","TEN",79,28,12.3026961398187,130.802332798949,139.20230006079,3.85351828047246,24,79.8,0.799999999999997,0,0,0,6.02060919931468,0,85.4499821767027,1021.99997415462,5.00004574392596,0,1,138.5,130.8,129.9,NA,132.31,121.8,126.5,129.8,130,133.8,136,133.2,157.5,135.91
"80","Julian Edelman","WR","NE",80,29,11.104907614823,129.604544273954,142.527335410903,5.21435571588242,37,59.4,-20.6,0,0,0,13.5482662156807,0,87.0000602260235,938.5,5.99995878663503,0.2,1.00001753371236,144.4,129.1,138.9,NA,136.97,123.1,130.6,112.9,113,126.2,125,123.3,157.2,145.3
"81","Jeremy Maclin","WR","PHI",81,30,9.74522931234316,128.244865971474,144.001460276798,5.37408897410198,28,71.5,-9.5,0,0,0,0,0,67.500017420883,907.45,6.49998209658863,0,0.750013304029022,134.6,134.7,129.5,NA,137.89,166.4,156,117.4,118.5,121.7,125.5,109.7,136.9,121.9
"82","Emmanuel Sanders","WR","DEN",82,31,9.18671619092544,127.686352850056,147.435953495158,5.86785400774246,17,99.5,17.5,0,0,0,10.9999700477197,0,67.500036700938,895,6.50002212117121,0,0.956888440871612,143.8,150.6,129,NA,132.19,126.3,87.5,120.5,137,122.6,148,92.6,148.9,130
"83","Russell Wilson","QB","SEA",83,13,8.89602583925648,281.891251082006,295.323154332219,5.63634636407879,27,93.7,10.7,3474.9,25.4999774052502,10.9999461715781,453.95,2.25006984020172,0,0,0,0,3.50006570431337,297.74,291.8,288.26,NA,292.542,301.88,290.14,284.7,300.6,276.22,301,262.6,301.58,264.8
"84","Eric Decker","WR","NYJ",84,32,8.85004488312602,127.349681542257,142.805194789755,4.78952443081731,23,91,7,0,0,0,0,0,65.0000303213849,929.5,5.99994692370943,0.2,1,126.5,132.8,142.7,NA,127.27,168.2,104.7,119.1,119,129.3,133,116.9,142.5,128.9
"85","Greg Olsen","TE","CAR",85,7,8.69950781048296,117.199677209854,123.07683718221,4.36041642715365,27,63.1,-21.9,0,0,0,0,0,72.2949847302881,827.000031177335,5.99994151590221,0,0.749987501646415,115.4,120.1,114.2,114.2,116.97,115.1,117.4,116.9,126.5,118.3,122,102.9,127.1,119.1
"86","Lamar Miller","RB","MIA",86,34,7.33213189193191,127.281991600874,148.909352417614,6.13500959578464,13,119.4,33.4,0,0,0,771.5,4.50004136455243,27.15,190.5,1.14994404613961,0,1.40896043163899,134.6,116.1,84.1,NA,116.57,150,122.7,159.3,143,108.2,114.5,157.3,112.6,129.4
"87","Golden Tate","WR","DET",87,33,5.79058057374995,124.290217232881,139.059407270218,5.39917988180422,21,89.4,2.40000000000001,0,0,0,15.40625,0,64.9999418337044,887.500012180154,5.99993183581085,0,1,148.6,138.5,139.1,NA,133.95,117.4,92.5,118.4,125,126.8,116,116.9,140.5,117.6
"88","Jay Cutler","QB","CHI",88,14,4.92687380888117,277.922099051631,290.038179220839,5.19198740132431,18,102.7,14.7,4084.30000576999,28.4999878125455,15.4999662547727,156.5,1,0,0,0,0.7,3.49994308728896,311.98,289.88,267.72,NA,288.834,292.84,273.66,275.44,280,275.66,273.5,270.42,290.54,282.52
"89","Terrance Williams","WR","DAL",89,34,4.67682126932286,123.176457928453,136.586220636922,4.99078435757701,16,95.3,6.3,0,0,0,12.3999301131699,0,58.0000685488553,884.999950541051,6,0,1.28176506848434,137.5,133.3,130.7,NA,126.65,124,93.5,117.1,109.5,118.7,129.5,134.8,135.7,143.38
"90","DeAngelo Williams","RB","CAR",90,35,2.75047824725267,122.700337956195,136.169595259688,4.88595831078246,15,123.9,33.9,0,0,0,757,4,24.4000172997406,205,1.00003867058001,0,1.74994703364252,134.2,127.2,120.4,NA,127.34,154.8,124.2,121.7,114.5,126.7,133.5,141.6,130,97.8
"91","Sammy Watkins","WR","BUF",91,35,2.18303891803826,120.682675577169,133.076549994675,4.83491429622701,18,109.7,18.7,0,0,0,25.3237632195843,0,62.4999612138746,871.5,5.50005213010017,0,1.00000676269531,118.3,129.9,129.5,NA,122.86,152,106.2,113.9,114,113.5,115,115.3,138.1,125.2
"92","Reggie Wayne","WR","IND",92,36,1.20047998466521,119.700116643796,133.953977749133,5.7105621055123,18,93.5,1.5,0,0,0,0,0,70,901,5.00001944063263,0.2,0.4,117.3,115.8,134.8,NA,115.97,148,95.4,113.2,121,118,121,109.7,145.5,122.1
"93","Dwayne Bowe","WR","KC",93,37,0.199949462713363,118.699586121844,128.512492980958,4.34056721159525,9,114.7,21.7,0,0,0,0,0,66.5000110006107,853,5.49993102030732,0.2,0,116.2,107.7,108,NA,111.05,127.2,111.4,122.9,111,120.5,116,113.3,135,137.4
"94","Philip Rivers","QB","SD",94,15,0,272.99522524275,281.935700590062,4.86214292382422,23,98.7,4.7,4333.5,29.0000710276445,14.1000054997289,47.5499718868108,0,0,0,0,0,3.50002527839018,283.18,300.24,280.18,NA,286.514,266.6,277.26,270.8,273,274.44,285.5,290.56,284.02,281.05
"95","Knowshon Moreno","RB","MIA",94,36,0,119.949859708942,146.191284779689,7.16605719542168,27,97.1,3.09999999999999,0,0,0,670.5,4.44995096132727,29.349999592063,242,1.00002565682979,0,2,145.2,115.4,131,NA,128.42,97,120.2,82.4,116,117.5,115.5,180.6,167.1,121.2
"96","Cecil Shorts","WR","JAC",94,38,0,118.499636659131,131.546558685378,5.73879543526388,12,107.8,13.8,0,0,0,0,0,65.9999231292936,885,4.99993944318843,0,0,93.8,104.2,118.2,NA,107.34,140,121.5,110.1,121,117.7,116,122.5,134,135.6
"97","Dennis Pitta","TE","BAL",94,8,0,108.500169399371,121.076011232115,5.56669971865558,16,69.2,-24.8,0,0,0,0,0,64.4515796703297,724.999962557004,6.00002885727843,0,0,128.8,116.8,111,111,116.78,130.5,104.5,101.9,105,96.6,99,93.2,129.2,99.2
"98","Jordan Reed","TE","WAS",98,9,-0.282961205925631,108.217208193445,123.21631534636,4.85375362302012,13,103.9,5.90000000000001,0,0,0,0,0,64.8111410959538,739.999956659971,5.99997709129631,0.2,1.09132501016481,118.5,115.5,104.9,104.9,115.28,146.5,120.5,101.5,102,101.5,94,90.7,129.2,100.2
"99","Ben Roethlisberger","QB","PIT",99,16,-1.37499129549303,271.620233947257,284.669717984606,5.52034238157363,14,119.1,20.1,4130.5,27.4999876556735,13.4999251274147,96.9999658815917,1.00003590772188,0,0,0,0.6,3.50000179125647,300.84,294.14,256.76,NA,284.382,283.84,272.68,264.4,267.2,263.86,277,280.4,280.06,262.28
"100","Riley Cooper","WR","PHI",100,39,-2.09271021877134,116.406926440359,124.910440042967,4.96832780062116,15,107.9,7.90000000000001,0,0,0,3.35308156545615,0,50.799993959181,809.499981920755,5.99999609836025,0.2,0.639178249211694,116.3,124.6,111.6,NA,114.55,111.2,99.8,120.1,115,120.8,128.5,106.7,125,127.7
"101","Kyle Rudolph","TE","MIN",101,10,-2.89979093095113,105.60037846842,117.899987079186,5.53944962488332,13,81,-20,0,0,0,0,0,62.9999426758567,665.999982048499,6.50006337726166,0,0,110.8,114.7,105.6,105.6,110.87,137.5,110.5,96.4,103,93.5,103,85.6,114.2,96.9
"102","Danny Woodhead","RB","SD",102,37,-5.69933973261115,114.250519976331,128.240012370121,5.44821105878304,18,121.6,19.6,0,0,0,342.499948199444,2.00006859960009,61.0000289958785,500,3.50000478535132,0,1.49995757666083,121,127,127.9,NA,123,127,115.1,97.2,109.5,103.6,101,105.8,147.5,111
"103","Andy Dalton","QB","CIN",103,17,-7.61523208184752,265.379993160902,274.106986169629,4.89655100809782,11,123.2,20.2,3861.5,27.5000416171645,16.9999443374989,149.2,1.49996346085792,0,0,0,0,3.00000486770217,284.26,272.58,261.18,NA,271.008,279.16,258.6,266.84,277.8,275.28,257.2,269.1,282.02,276.16
"104","Mike Evans","WR","TB",104,40,-7.74947663771064,110.75016002142,123.597765604982,4.95959871225178,14,107.7,3.7,0,0,0,0,0,53.5,798.5,5.40003374079318,0,0.750021211669583,117.5,129.5,102.2,NA,111.86,100,86.6,105.4,119,113.9,99,118.7,132.5,117.4
"105","Marvin Jones","WR","CIN",105,41,-8.85991036785897,109.639726291272,119.906897774032,5.73058466755195,9,115.2,10.2,0,0,0,41.8999409793468,0,55.9999759461732,738.5,5.64997432734394,0,1.15005688536336,107.8,121.9,85,NA,111.71,115.3,114,100.6,114.5,108.9,116,96.2,115.2,119.18
"106","DeAndre Hopkins","WR","HOU",106,42,-8.97015063817955,109.529486020951,119.589420261446,4.63301864663495,7,NA,NA,0,0,0,0,0,59.9999190651252,841.3,4.49992474616056,0,0.800031228006166,96.2,101.2,121,NA,104.56,102.7,105.7,109.8,120,106.9,115,112.7,134.3,110.4
"107","Rueben Randle","WR","NYG",107,43,-9.04927261211257,109.450364047018,119.110432529018,5.03831235888175,8,124,17,0,0,0,0,0,55.9999818808027,784.5,5.50004987427606,0,0.999967599319187,120.2,122,97.5,NA,112.7,111,102.7,111.2,129,109.7,100,112,101.8,122.6
"108","James Jones","WR","OAK",108,44,-9.65479281841809,108.844843840712,123.127599087369,5.58825931688759,7,NA,NA,0,0,0,0,0,59.0500232344314,806.45,4.99997397345208,0,0.9,87.4,104.3,100.3,NA,102.29,143.4,123.6,107,109,105.1,105,113.3,129.5,114
"109","Anquan Boldin","WR","SF",109,45,-10.2597988684101,108.23983779072,116.246889490508,5.15081557201795,12,107,-2,0,0,0,7.00004421557379,0,59.4999763944373,790.4,4.99996806207598,0,0.749987501646415,100.8,107.2,122.1,NA,107.98,101.8,103.7,104.3,118,111.2,112.5,104.6,125.9,104
"110","Martellus Bennett","TE","CHI",110,11,-11.0004523669424,97.4997170324285,104.425462016886,4.71319448714795,12,115.7,5.7,0,0,0,0,0,60.4999645436598,690,4.99995990929462,0,0.750021211669583,104.3,100.2,103.5,NA,102.29,87.7,101.2,95,94.5,93,99,91.1,113.7,104.7
"111","Brian Hartline","WR","MIA",111,46,-11.2496717265553,107.249964932575,117.996757894867,5.32024407162434,7,NA,NA,0,0,0,0,0,66.4999883732406,882.5,3.5,0,1.00001753371236,101.6,105.6,90.6,NA,106.06,110.5,128.9,101.4,112,101.2,104,126,120.5,109.6
"112","Tavon Austin","WR","STL",112,47,-11.2669884194167,107.232648239714,120.134019961655,5.3402539218153,7,NA,NA,0,0,0,118.447227112169,1.00000621622028,54.0999778801959,660.5,4.35003164587536,0,1.38115082203842,97.9,101,88.5,NA,112.39,74,118.1,103.9,106,110.1,108.5,116.3,115.5,119
"113","Kenny Stills","WR","NO",113,48,-11.2672739421721,107.232362716959,117.896162491946,5.17995393001679,7,NA,NA,0,0,0,10.8270999705517,0,45.5000692379265,746.50004975308,5.49994129076589,0,0.75,103.3,116.5,82.7,NA,106.34,116.3,115.7,99.2,99.5,96,110,117.1,118.4,112.38
"114","Bernard Pierce","RB","BAL",114,38,-11.5107408799968,108.439118828946,131.950320469102,6.15998585079956,13,126.6,12.6,0,0,0,613.4,4.49994028910128,20.0000760972621,140.999959408497,0.99991352558136,0,0,119.3,82.8,96.8,NA,99.25,67.9,96.3,96.4,122,106.3,75.5,151.6,131.8,121.1
"115","Alex Smith","QB","KC",115,18,-12.1656101052751,260.829615137475,276.884898162873,6.61465705251073,10,125.6,10.6,3579.5,22.9999253845465,9.50000569430494,312.5,1.44999695605941,0,0,0,0.6,3.00003122138141,272.96,253.86,227.58,NA,259.174,277.04,278.06,251.66,259.8,262.24,272,247.5,284.62,280.14
"116","Zach Ertz","TE","PHI",116,12,-12.6104525460167,95.8897168533543,105.942800574666,5.85483893753629,12,105.3,-10.7,0,0,0,0,0,50.5000118129072,648.9,5.49994690754091,0,0.999982295945578,106.6,118.2,88.6,NA,104.58,110.4,97.1,87.5,103,88.8,96,86.7,104.9,90.8
"117","Darren Sproles","RB","PHI",117,39,-13.0998576764535,106.850002032489,126.508190122299,6.12682602771786,20,115.7,-1.3,0,0,0,291.5,1.99998047864449,59.999968761786,507,3,0,1.49994041968903,124.8,97.9,122.1,NA,111.45,110.5,101.1,103.6,107,102.9,85.5,156.5,145.2,101.8
"118","Hakeem Nicks","WR","IND",118,49,-14.104813356049,104.394823303082,116.324890683122,6.13498823999144,9,118.3,0.299999999999997,0,0,0,0,0,50.2999498058205,743.95,4.99997055051359,0,0,109.8,117.1,100.1,NA,103.89,102.8,79,102.5,83,112.2,112,97.4,118.9,97.7
"119","Greg Jennings","WR","MIN",119,50,-15.2493394185217,103.250297240609,114.061283817662,5.9299933764191,7,NA,NA,0,0,0,0,0,63.9999891980001,777.5,4.50004537398362,0,0.749987501646415,89.1,98.5,107.2,NA,97.46,131.3,98.7,94.8,115,104.5,111,112.5,109.8,107.6
"120","Darren McFadden","RB","OAK",120,40,-15.7271099350866,104.222749773856,121.213917243153,5.66327530802113,20,124.7,4.7,0,0,0,577.220343492439,4.00008094906294,25.7000415355037,205,1.00001992726873,0,1.9999449166891,110.5,NA,80.6,NA,97.93,124.4,114,105.3,92,93.8,94,134.7,130.4,119.7
"121","Brandin Cooks","WR","NO",121,51,-16.0272112123545,102.472425446776,117.428509707379,5.96078515631766,10,113.1,-7.90000000000001,0,0,0,24.2243692666233,0,53.5000178886228,720.5,5.00000932993165,0,1.00003372973808,123.5,121.5,91.8,NA,107.76,79.1,71.7,113.4,101,104.5,95,109.3,98.1,104.96
"122","Charles Clay","TE","MIA",122,13,-17.2651629300942,91.2350064692768,100.074397328902,5.12094085530803,8,125.8,3.8,0,0,0,0,0,56.9999123613051,632.350064692768,5,0,1,85.1,94.8,102.8,NA,94.67,105.4,100.7,90,96,86,84,84.8,112.5,93.96
"123","Kelvin Benjamin","WR","CAR",123,52,-17.5998445403326,100.899792118798,113.728885657534,5.36098157474788,7,NA,NA,0,0,0,0,0,48,712.000079894834,5.19997109210896,0,0.750021211669583,101.5,106.5,81.1,NA,99.1,109.1,102.4,75.6,111.5,101.6,101,106.9,124.7,113.7
"124","Heath Miller","TE","PIT",124,14,-17.7506555125241,90.7495138868469,100.30898254497,4.45802510587674,7,133.7,9.69999999999999,0,0,0,0,0,61.8999533837664,648.500030992658,4.64993491564805,0,1.00004935315361,109.3,102.5,75.2,NA,98.22,95.3,98.2,80.7,96,80,96,89.9,91.2,88.8
"125","Danny Amendola","WR","NE",125,53,-18.0999527771966,100.399683881934,112.841543232632,5.47221630304689,7,NA,NA,0,0,0,8.5,0,63.8500125761847,745.499998726817,4.49994733487537,0,1,98.3,101.8,100.7,NA,103.73,112.5,117.8,104.8,86.5,98.3,101.5,111.1,103.2,67.98
"126","Antonio Gates","TE","SD",126,15,-18.4653673127809,90.03480208659,100.037373807185,4.35761934193416,10,120.7,-5.3,0,0,0,0,0,59.9999926744618,646.35,4.49997742376706,0,0.800031228006166,93.7,106.8,84.4,NA,97.07,91.7,100.2,86.7,101,77.2,94.5,71.9,94.1,81.9
"127","Delanie Walker","TE","TEN",127,16,-19.5000445448382,89.0001248545328,96.1761967390883,4.77755907043482,7,134.1,7.09999999999999,0,0,0,0,0,57.9999512996467,599,5.10002787964533,0,0.750021211669583,94.7,98.4,89.8,NA,94.61,98.5,93.6,86.6,88,84.9,95,71.2,90.1,91.6
"128","Ryan Tannehill","QB","MIA",128,19,-19.7152713542537,253.279953888496,267.150997507378,4.84578695661762,9,133.1,5.09999999999999,3847,23.0000443567719,15.9999551780501,213.999960345384,1.49995819111283,0,0,0,0,3.50000677087837,274.98,288.36,248.78,NA,268.938,248.64,250.9,243.56,267.4,256.68,246.9,257.56,278.42,256.28
"129","Jarrett Boykin","WR","GB",129,54,-20.0998894249219,98.3997472342087,106.359441694264,4.61425208260628,7,NA,NA,0,0,0,0,0,50.5000608600995,699,4.99995787236811,0,0.75,111.2,88.1,92,NA,98.93,101.6,103.7,91.4,90,92.1,106,106.3,109.8,102.6
"130","Terrance West","RB","CLE",130,41,-21.1932917607286,98.7565679482137,120.991581627844,6.53175227692982,15,119.9,-10.1,0,0,0,542.45,4.0000696588655,21.499939750413,172.999963368467,0.999931167510077,0,1.39421667344321,145.2,111.5,71.5,NA,111.35,90.1,100.2,91.9,68,76.3,89,117.9,125,98.8
"131","Chris Ivory","RB","NYJ",131,42,-21.2000146796212,98.7498450293212,119.863004250709,7.85740376688664,26,124.3,-6.7,0,0,0,705.5,4.64998181664601,5.49996875032078,33.000046862255,0,0,1.50002527839018,130.8,80.6,112,NA,104.18,117.3,91.8,79.1,111.5,92.1,58,119.8,127.5,100.2
"132","Justin Hunter","WR","TEN",132,55,-21.7947928122858,96.7048438468448,108.581893251647,5.4928831910275,7,NA,NA,0,0,0,0,0,41.4999154284451,667.050030148763,4.99997347199475,0,0,101.5,99,96.2,NA,94.41,91,75.1,84.5,89,89.7,95,96.6,115.4,120.3
"133","Eric Ebron","TE","DET",133,17,-22.7004576523178,85.7997117470532,99.1138148345932,7.07852093183012,10,129,-4,0,0,0,0,0,47.0000634366874,570,4.7999519578422,0,0,105.3,109.6,71.6,NA,92.09,89,66.5,80.4,90,79.5,79,73.7,102.3,82.9
"134","Ladarius Green","TE","SD",134,18,-22.8499608030408,85.6502085963302,97.6020133093196,5.77945952819613,8,128.1,-5.90000000000001,0,0,0,0,0,42.9999289036641,586.49996774632,4.50003530361637,0,0,97.1,109.5,82.4,NA,96.14,109.5,88.4,78.2,86,84.4,74.5,72.7,80.8,82.7
"135","Aaron Dobson","WR","NE",135,56,-23.0998546248141,95.3997820343165,116.922792261298,5.96561913892791,7,NA,NA,0,0,0,0,0,44.150007886388,654,4.99996367238608,0,0,87.3,53.7,91.2,NA,81.44,110,104.5,76.4,98,103.6,60.5,99.6,122.6,125.2
"136","Steve Smith","WR","BAL",136,57,-23.3744624560562,95.1251742030743,103.219898027139,4.31428659091783,7,NA,NA,0,0,0,0,0,55.0000507725383,706.25,4.5,0,1.24991289846284,94.7,97.4,97.6,NA,96.49,91.5,NA,94,96.5,99.9,110,93.8,119.9,94.7
"137","Doug Baldwin","WR","SEA",137,58,-23.8283945527483,94.6712421063823,108.997181642404,7.83953735060953,8,125.7,-11.3,0,0,0,8.00005455307407,0,48.9999961015717,681.5,4.49993219158304,0,0.639178249211694,98.4,113.5,84,NA,97.03,119.3,81.2,93,110,83.7,76,102.4,101.2,75.2
"138","Jeremy Hill","RB","CIN",138,43,-24.7919815872188,95.1578781217235,112.051173725709,6.02815796903185,22,124.3,-13.7,0,0,0,583.075,5.50005478778202,8.00002776054371,57.5,0,0.1,1.0499753024843,124.2,85.3,97.4,NA,100.83,117.8,92.5,82.9,129,74.4,97.5,110.2,NA,92.29
"139","Harry Douglas","WR","ATL",139,59,-25.7999614209534,92.6996752381772,101.586483669924,6.56009059407058,7,NA,NA,0,0,0,0,0,60.0000333015237,733,3.49992457040593,0,0.7999360921292,93.4,110.4,77.7,NA,96.98,89.9,101.5,90.3,87,89.8,108,100.3,99.1,91.9
"140","Robert Woods","WR","BUF",140,60,-26.0587136052614,92.4409230538692,106.397633414931,5.78814183626903,7,NA,NA,0,0,0,12.499957145885,0,49.600005886656,692.5,3.8999491188497,0,0.729383686908771,80.7,100.3,73.6,NA,88.9,119.4,94.6,88,90.5,80.2,89,97.6,121.3,97.36
"141","Rod Streater","WR","OAK",141,61,-27.6390288387022,90.8606078204284,101.77198021055,6.38980577211649,7,NA,NA,0,0,0,9.61049681018928,0,48.0000355794544,679,3.9999385609279,0,1.00003661307897,108.3,108.1,81.4,NA,96.81,88.6,75.5,87.8,91.5,79,99.5,103,81.3,94.43
"142","Odell Beckham","WR","NYG",142,62,-28.0520441850455,90.447592474085,98.406144716037,4.17054843061711,8,125.7,-16.3,0,0,0,15.0000137201247,0,46.000061543885,664.475,4.00001518367876,0,0.75,NA,94.4,84.1,NA,93.29,89.5,84.6,74.2,97.5,90.3,89,100,103.4,96.2
"143","Khiry Robinson","RB","NO",143,44,-28.0650342917118,91.8848254172306,128.235475025223,9.35083787582559,8,123.1,-19.9,0,0,0,575.15,4,9.75001328833515,64.7,0.649970902871759,0,0,141,101.5,100.7,NA,118.67,62,128.9,67.1,73,72.2,69.5,14.7,126.9,52.03
"144","Jared Cook","TE","STL",144,19,-28.24988411665,80.250285282721,88.9908043953924,5.75513732895773,10,130.8,-13.2,0,0,0,0,0,47,582.5,4.00004754712016,0,1,79.1,96.2,71.7,NA,84.61,87.5,88.4,78.5,94,70,76.5,77.6,95.3,87.4
"145","Carson Palmer","QB","ARI",145,20,-28.5250944938367,244.470130748913,260.069504806046,5.89548931418123,7,133.6,-11.4,4183,25.500030060027,19.4999687968666,16.5000708118222,0,0,0,0,0,3.50001388775525,281.84,282.08,244.94,NA,266.704,250.62,242.7,236.72,243,250.34,238.5,266.66,253.7,242.14
"146","Markus Wheaton","WR","PIT",146,63,-28.649188008219,89.8504486509115,104.857385679311,5.82572103746141,7,NA,NA,0,0,0,12.0000084120165,0,46,649.5,4.20004721137698,0,0.749917729275997,94.6,88.3,82.8,NA,84.18,106.5,61.2,81,108,84.7,75.5,112,109.2,91.3
"147","Joe Flacco","QB","BAL",147,21,-28.8848527184196,244.11037252433,252.17670268472,5.22547885864899,8,125.6,-21.4,3926.5,23.4999758561837,16.3499406484939,82,1.00006829134822,0,0,0,0.6,3,265.22,249.76,238.3,NA,250.746,239.1,242.96,246.78,249.6,245.24,239,258.88,254.78,252.96
"148","Tyler Eifert","TE","CIN",148,20,-30.0000348470412,78.5001345523297,85.5562461058988,5.14881291601613,7,133.2,-14.8,0,0,0,0,0,46.850021909652,545,4.00002242538829,0,0,85.4,63.1,68.5,NA,73.67,82.5,77.1,79.5,79,80.5,90,82.2,82.9,77.5
"149","Garrett Graham","TE","HOU",149,21,-30.1004840521746,78.3996853471964,93.2401292205775,6.08092500158406,7,136.7,-12.3,0,0,0,0,0,47.5000568051594,544,3.99994755786606,0,0,77.3,85.6,51.8,NA,75.13,102.6,79.5,73.5,57.5,63.7,89,73,100.2,79.2
"150","Dwayne Allen","TE","IND",150,22,-30.2353276549561,78.2648417444149,92.4242711476656,5.58130417592147,7,136.2,-13.8,0,0,0,0,0,43.2499711809634,512.65,4.49997362406915,0,0,86.5,88,59.1,NA,82.43,98.9,91.3,73.5,84,69.4,76.5,51.6,87.4,59.9
"151","Marqise Lee","WR","JAC",151,64,-33.3493968073894,85.1502398517411,102.545923961342,6.5926062348561,7,NA,NA,0,0,0,11.0000278336285,0,44.5000393104872,650.5,3.50003951139638,0,1,87.3,90.8,85.4,NA,80.72,96.8,48.5,76,95,81.1,68.5,116.2,107.7,99.4
"152","Andrew Hawkins","WR","CLE",152,65,-34.5998698879983,83.8997667711323,94.6340781615122,5.56567259047423,7,NA,NA,0,0,0,19.999966970019,0,51.4999868633171,630,3.14996167902173,0,0,85.7,85.7,85,NA,86.78,68.2,81.3,80.2,105.5,89.3,73,91.8,65.6,93.28
"153","Jerricho Cotchery","WR","CAR",153,66,-34.8843938310402,83.6152428280904,97.1285057338054,6.69108614522274,7,NA,NA,0,0,0,5.15373338754567,0,48,614,3.99999721001042,0,1.15005688536336,89.4,90.5,87.9,NA,86.27,118.5,73.6,77.3,68.5,77.9,91,89.7,103.7,73.6
"154","Shonn Greene","RB","TEN",154,45,-35.2993495939113,84.6505101150311,101.431011773129,6.78010534704739,7,NA,NA,0,0,0,537.5,4.50005667578777,9.00004934433341,65,0,0,1.29991496984776,95.9,63.7,86,NA,82.62,69.5,87.7,80.5,98,74.4,107,118.4,115.7,91.72
"155","Sam Bradford","QB","STL",155,22,-35.3754187154642,237.619806527286,259.644619103688,7.66541590103355,10,125.8,-29.2,3620.5,23.9999135715938,13.4499499800394,82.5,1,0,0,0,0.5,2.49994888952511,264.54,277.26,197.94,NA,246.828,260.2,223.5,222.7,247.4,231.34,225.5,263.14,254.18,234.94
"156","Nate Washington","WR","TEN",156,67,-36.327857145174,82.1717795139566,99.1708023365508,5.0008987440745,7,NA,NA,0,0,0,0,0,41.7000297467815,651.500024894467,3.05002225382222,0,0.639178249211694,86.3,81.4,72,NA,80.71,112.8,80,69.9,76,59.6,72,110.9,104.1,102.6
"157","Eli Manning","QB","NYG",157,23,-36.9749129818012,236.020312260949,249.716726914389,5.3034933245843,9,130.8,-26.2,3963,24.000093341859,17.500066261435,30.0000515494761,0,0,0,0,0,2,253.34,241.98,243.18,NA,244.78,214.3,237.74,231.96,238.8,244.92,239.5,275.5,249.02,249.56
"158","Coby Fleener","TE","IND",158,23,-37.8502740108945,70.6498953884765,83.1627337186445,5.39630744014282,7,135.8,-22.2,0,0,0,0,0,39.0000373287499,462.5,3.99998256474608,0.2,0,78.1,53.4,73.3,NA,65.41,54.5,56.5,74.2,75,59.5,96.5,65.7,81.2,79.2
"159","Miles Austin","WR","CLE",159,68,-39.5996169661534,78.9000196929771,103.943868520635,7.86313085968091,7,123.9,-35.1,0,0,0,0,0,42.6999367214072,594,3.50001035271938,0,0.750021211669583,76.5,59.7,44.1,NA,66.18,141.9,82.5,80.3,56.5,81.7,99,94.4,107.1,81.6
"160","Timothy Wright","TE","TB",160,24,-39.925169399371,68.575,80.3261701544995,4.8282537192352,7,NA,NA,0,0,0,0,0,36,445.75,4,0,0,57.4,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2,NA
"161","Donnie Avery","WR","KC",161,69,-40.0747811197462,78.4248555393844,84.6882281423545,3.27737935328593,7,NA,NA,0,0,0,5.49999893879467,0,42.3999565880403,598.75,2.99997594091749,0,0,77.4,73.3,NA,NA,74.09,76.4,70.9,75,67,80,77,91.3,80.5,83.51
"162","Tre Mason","RB","STL",162,46,-40.1498739987999,79.7999857101424,108.292903363662,8.71276536009829,16,124.1,-37.9,0,0,0,450,2.99995753409737,13.849943512057,119,1.15005388634303,0,1.00004140625,131.5,91.7,84.7,NA,91.38,33,37.4,77.7,59,56.7,76.5,104.2,109.1,59.99
"163","Josh Gordon","WR","CLE",163,70,-40.3494525761794,78.1501840829512,139.478770519341,15.0318701120328,17,116.9,-46.1,0,0,0,0,0,28.1809834037569,541.5,4.50003068049186,0,1.5,NA,122.9,NA,NA,77.32,NA,47,0,0,20,0,NA,159.3,NA
